Country_Name,Cod_Na_UIS,Context_Indicator_Name,EMAC_IND_CONT_COD,Year,Value
Honduras,HN,"Government expenditure per student, primary (% of GDP per capita)",17,2005,
Honduras,HN,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,
Honduras,HN,International migrant stock (% of population),19,2005,0.405149225
Honduras,HN,"International migrant stock, total",20,2005,27875
Honduras,HN,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,
Honduras,HN,"Literacy rate, youth total (% of people ages 15-24)",22,2005,
Honduras,HN,Net migration,23,2005,-6187
Honduras,HN,"Over-age students, primary (% of enrollment)",24,2005,18.27625
Honduras,HN,"Population ages 0-14, female",25,2005,1503482
Honduras,HN,"Population ages 0-14, male",26,2005,1571673
Honduras,HN,"Population ages 15-64, female",27,2005,2110854
Honduras,HN,"Population ages 15-64, male",28,2005,2150415
Honduras,HN,"Population ages 65 and above, female",29,2005,125237
Honduras,HN,"Population ages 65 and above, male",30,2005,102953
Honduras,HN,"Population, female",31,2005,3739573
Honduras,HN,"Population, male",32,2005,3825041
Honduras,HN,"Population, total",33,2005,7564613
Honduras,HN,Poverty headcount ratio at national poverty lines (% of population),34,2005,
Honduras,HN,"Primary education, pupils",35,2005,1231533
Honduras,HN,"Repeaters, primary, total (% of total enrollment)",36,2005,9.07381
Honduras,HN,Rural population,37,2005,3889346
Honduras,HN,"School enrollment, preprimary (% gross)",38,2005,29.37849045
Honduras,HN,"School enrollment, primary (% gross)",39,2005,101.7492294
Honduras,HN,"School enrollment, primary (% net)",40,2005,82.83074
Honduras,HN,"School enrollment, secondary (% gross)",41,2005,
Honduras,HN,"School enrollment, secondary (% net)",42,2005,
Honduras,HN,"Secondary education, pupils",43,2005,
Honduras,HN,Urban population,44,2005,3675267
Mexico,MX,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,99.61853
Mexico,MX,Adolescents out of school (% of lower secondary school age),2,2005,7.026420116
Mexico,MX,Children out of school (% of primary school age),3,2005,0.16223
Mexico,MX,"Children out of school, primary",4,2005,21959
Mexico,MX,"Compulsory education, duration (years)",5,2005,11
Mexico,MX,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,96.90300751
Mexico,MX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,47.67649078
Mexico,MX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,70.89231873
Mexico,MX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,25.87863922
Mexico,MX,Expenditure on primary education (% of government expenditure on education),10,2005,39.0791
Mexico,MX,Expenditure on secondary education (% of government expenditure on education),11,2005,30.26007
Mexico,MX,GDP (current US$),12,2005,8.77477E+11
Mexico,MX,GDP per capita (current US$),13,2005,8321.859856
Mexico,MX,Gini index,14,2005,50.1
Mexico,MX,"Government expenditure on education, total (% of GDP)",15,2005,4.845689774
Mexico,MX,"Government expenditure on education, total (% of government expenditure)",16,2005,21.90378952
Mexico,MX,"Government expenditure per student, primary (% of GDP per capita)",17,2005,13.65558
Mexico,MX,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,14.71323
Mexico,MX,International migrant stock (% of population),19,2005,0.649203275
Mexico,MX,"International migrant stock, total",20,2005,712487
Mexico,MX,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,91.63027191
Mexico,MX,"Literacy rate, youth total (% of people ages 15-24)",22,2005,97.63584137
Mexico,MX,Net migration,23,2005,-318048
Mexico,MX,"Over-age students, primary (% of enrollment)",24,2005,6.78821
Mexico,MX,"Population ages 0-14, female",25,2005,16682453
Mexico,MX,"Population ages 0-14, male",26,2005,17164491
Mexico,MX,"Population ages 15-64, female",27,2005,33961317
Mexico,MX,"Population ages 15-64, male",28,2005,31704943
Mexico,MX,"Population ages 65 and above, female",29,2005,3179334
Mexico,MX,"Population ages 65 and above, male",30,2005,2749864
Mexico,MX,"Population, female",31,2005,53823103
Mexico,MX,"Population, male",32,2005,51619299
Mexico,MX,"Population, total",33,2005,105442402
Mexico,MX,Poverty headcount ratio at national poverty lines (% of population),34,2005,
Mexico,MX,"Primary education, pupils",35,2005,14700005
Mexico,MX,"Repeaters, primary, total (% of total enrollment)",36,2005,4.64039
Mexico,MX,Rural population,37,2005,24981414
Mexico,MX,"School enrollment, preprimary (% gross)",38,2005,91.17910767
Mexico,MX,"School enrollment, primary (% gross)",39,2005,108.6008377
Mexico,MX,"School enrollment, primary (% net)",40,2005,97.87734
Mexico,MX,"School enrollment, secondary (% gross)",41,2005,82.30407715
Mexico,MX,"School enrollment, secondary (% net)",42,2005,66.67768
Mexico,MX,"Secondary education, pupils",43,2005,10564404
Mexico,MX,Urban population,44,2005,80460988
Paraguay,PY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,96.56064
Paraguay,PY,Adolescents out of school (% of lower secondary school age),2,2005,12.36236
Paraguay,PY,Children out of school (% of primary school age),3,2005,3.439359903
Paraguay,PY,"Children out of school, primary",4,2005,28959
Paraguay,PY,"Compulsory education, duration (years)",5,2005,9
Paraguay,PY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,
Paraguay,PY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,41.73162079
Paraguay,PY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,64.96592712
Paraguay,PY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,29.61668015
Paraguay,PY,Expenditure on primary education (% of government expenditure on education),10,2005,
Paraguay,PY,Expenditure on secondary education (% of government expenditure on education),11,2005,
Paraguay,PY,GDP (current US$),12,2005,10737500188
Paraguay,PY,GDP per capita (current US$),13,2005,1960.514766
Paraguay,PY,Gini index,14,2005,51.4
Paraguay,PY,"Government expenditure on education, total (% of GDP)",15,2005,
Paraguay,PY,"Government expenditure on education, total (% of government expenditure)",16,2005,
Paraguay,PY,"Government expenditure per student, primary (% of GDP per capita)",17,2005,
Paraguay,PY,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,
Paraguay,PY,International migrant stock (% of population),19,2005,2.902997208
Paraguay,PY,"International migrant stock, total",20,2005,168243
Paraguay,PY,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,
Paraguay,PY,"Literacy rate, youth total (% of people ages 15-24)",22,2005,
Paraguay,PY,Net migration,23,2005,-42163
Paraguay,PY,"Over-age students, primary (% of enrollment)",24,2005,14.661
Paraguay,PY,"Population ages 0-14, female",25,2005,965049
Paraguay,PY,"Population ages 0-14, male",26,2005,1009812
Paraguay,PY,"Population ages 15-64, female",27,2005,1613781
Paraguay,PY,"Population ages 15-64, male",28,2005,1638597
Paraguay,PY,"Population ages 65 and above, female",29,2005,135682
Paraguay,PY,"Population ages 65 and above, male",30,2005,113958
Paraguay,PY,"Population, female",31,2005,2714511
Paraguay,PY,"Population, male",32,2005,2762367
Paraguay,PY,"Population, total",33,2005,5476878
Paraguay,PY,Poverty headcount ratio at national poverty lines (% of population),34,2005,44.9
Paraguay,PY,"Primary education, pupils",35,2005,933995
Paraguay,PY,"Repeaters, primary, total (% of total enrollment)",36,2005,5.11769
Paraguay,PY,Rural population,37,2005,2320389
Paraguay,PY,"School enrollment, preprimary (% gross)",38,2005,35.29177856
Paraguay,PY,"School enrollment, primary (% gross)",39,2005,110.9273529
Paraguay,PY,"School enrollment, primary (% net)",40,2005,93.95193
Paraguay,PY,"School enrollment, secondary (% gross)",41,2005,66.07154083
Paraguay,PY,"School enrollment, secondary (% net)",42,2005,57.02914
Paraguay,PY,"Secondary education, pupils",43,2005,529309
Paraguay,PY,Urban population,44,2005,3156489
Peru,PE,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,99.26109
Peru,PE,Adolescents out of school (% of lower secondary school age),2,2005,7.065740108
Peru,PE,Children out of school (% of primary school age),3,2005,0.594089985
Peru,PE,"Children out of school, primary",4,2005,21299
Peru,PE,"Compulsory education, duration (years)",5,2005,12
Peru,PE,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,90.56478119
Peru,PE,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,50.221241
Peru,PE,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,71.08602142
Peru,PE,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,44.03977966
Peru,PE,Expenditure on primary education (% of government expenditure on education),10,2005,35.5932
Peru,PE,Expenditure on secondary education (% of government expenditure on education),11,2005,31.38581
Peru,PE,GDP (current US$),12,2005,76060606061
Peru,PE,GDP per capita (current US$),13,2005,2702.237701
Peru,PE,Gini index,14,2005,50.5
Peru,PE,"Government expenditure on education, total (% of GDP)",15,2005,2.839030027
Peru,PE,"Government expenditure on education, total (% of government expenditure)",16,2005,14.27851963
Peru,PE,"Government expenditure per student, primary (% of GDP per capita)",17,2005,6.90613
Peru,PE,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,10.05427
Peru,PE,International migrant stock (% of population),19,2005,0.280839767
Peru,PE,"International migrant stock, total",20,2005,77541
Peru,PE,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,87.90866852
Peru,PE,"Literacy rate, youth total (% of people ages 15-24)",22,2005,97.12375641
Peru,PE,Net migration,23,2005,-221582
Peru,PE,"Over-age students, primary (% of enrollment)",24,2005,12.37776
Peru,PE,"Population ages 0-14, female",25,2005,4425954
Peru,PE,"Population ages 0-14, male",26,2005,4538083
Peru,PE,"Population ages 15-64, female",27,2005,8788812
Peru,PE,"Population ages 15-64, male",28,2005,8728118
Peru,PE,"Population ages 65 and above, female",29,2005,874915
Peru,PE,"Population ages 65 and above, male",30,2005,791385
Peru,PE,"Population, female",31,2005,14089681
Peru,PE,"Population, male",32,2005,14057586
Peru,PE,"Population, total",33,2005,28147267
Peru,PE,Poverty headcount ratio at national poverty lines (% of population),34,2005,55.6
Peru,PE,"Primary education, pupils",35,2005,4077361
Peru,PE,"Repeaters, primary, total (% of total enrollment)",36,2005,8.93831
Peru,PE,Rural population,37,2005,7027247
Peru,PE,"School enrollment, preprimary (% gross)",38,2005,64.01457977
Peru,PE,"School enrollment, primary (% gross)",39,2005,113.7267227
Peru,PE,"School enrollment, primary (% net)",40,2005,96.58075
Peru,PE,"School enrollment, secondary (% gross)",41,2005,82.1969986
Peru,PE,"School enrollment, secondary (% net)",42,2005,67.21536
Peru,PE,"Secondary education, pupils",43,2005,2469618
Peru,PE,Urban population,44,2005,21120020
Sint Maarten (Dutch part),SX,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,
Sint Maarten (Dutch part),SX,Adolescents out of school (% of lower secondary school age),2,2005,
Sint Maarten (Dutch part),SX,Children out of school (% of primary school age),3,2005,
Sint Maarten (Dutch part),SX,"Children out of school, primary",4,2005,
Sint Maarten (Dutch part),SX,"Compulsory education, duration (years)",5,2005,12
Sint Maarten (Dutch part),SX,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,
Sint Maarten (Dutch part),SX,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,
Sint Maarten (Dutch part),SX,Expenditure on primary education (% of government expenditure on education),10,2005,
Sint Maarten (Dutch part),SX,Expenditure on secondary education (% of government expenditure on education),11,2005,
Sint Maarten (Dutch part),SX,GDP (current US$),12,2005,
Sint Maarten (Dutch part),SX,GDP per capita (current US$),13,2005,
Sint Maarten (Dutch part),SX,Gini index,14,2005,
Sint Maarten (Dutch part),SX,"Government expenditure on education, total (% of GDP)",15,2005,
Sint Maarten (Dutch part),SX,"Government expenditure on education, total (% of government expenditure)",16,2005,
Sint Maarten (Dutch part),SX,"Government expenditure per student, primary (% of GDP per capita)",17,2005,
Sint Maarten (Dutch part),SX,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,
Sint Maarten (Dutch part),SX,International migrant stock (% of population),19,2005,40.27299557
Sint Maarten (Dutch part),SX,"International migrant stock, total",20,2005,13100
Sint Maarten (Dutch part),SX,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,
Sint Maarten (Dutch part),SX,"Literacy rate, youth total (% of people ages 15-24)",22,2005,
Sint Maarten (Dutch part),SX,Net migration,23,2005,11
Sint Maarten (Dutch part),SX,"Over-age students, primary (% of enrollment)",24,2005,
Sint Maarten (Dutch part),SX,"Population ages 0-14, female",25,2005,4061
Sint Maarten (Dutch part),SX,"Population ages 0-14, male",26,2005,3886
Sint Maarten (Dutch part),SX,"Population ages 15-64, female",27,2005,12411
Sint Maarten (Dutch part),SX,"Population ages 15-64, male",28,2005,11491
Sint Maarten (Dutch part),SX,"Population ages 65 and above, female",29,2005,625
Sint Maarten (Dutch part),SX,"Population ages 65 and above, male",30,2005,537
Sint Maarten (Dutch part),SX,"Population, female",31,2005,17097
Sint Maarten (Dutch part),SX,"Population, male",32,2005,15914
Sint Maarten (Dutch part),SX,"Population, total",33,2005,33011
Sint Maarten (Dutch part),SX,Poverty headcount ratio at national poverty lines (% of population),34,2005,
Sint Maarten (Dutch part),SX,"Primary education, pupils",35,2005,
Sint Maarten (Dutch part),SX,"Repeaters, primary, total (% of total enrollment)",36,2005,
Sint Maarten (Dutch part),SX,Rural population,37,2005,0
Sint Maarten (Dutch part),SX,"School enrollment, preprimary (% gross)",38,2005,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% gross)",39,2005,
Sint Maarten (Dutch part),SX,"School enrollment, primary (% net)",40,2005,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% gross)",41,2005,
Sint Maarten (Dutch part),SX,"School enrollment, secondary (% net)",42,2005,
Sint Maarten (Dutch part),SX,"Secondary education, pupils",43,2005,
Sint Maarten (Dutch part),SX,Urban population,44,2005,33011
Saint Kitts and Nevis,KN,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,99.61376
Saint Kitts and Nevis,KN,Adolescents out of school (% of lower secondary school age),2,2005,0.731599987
Saint Kitts and Nevis,KN,Children out of school (% of primary school age),3,2005,0.386240005
Saint Kitts and Nevis,KN,"Children out of school, primary",4,2005,22
Saint Kitts and Nevis,KN,"Compulsory education, duration (years)",5,2005,12
Saint Kitts and Nevis,KN,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,
Saint Kitts and Nevis,KN,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,
Saint Kitts and Nevis,KN,Expenditure on primary education (% of government expenditure on education),10,2005,
Saint Kitts and Nevis,KN,Expenditure on secondary education (% of government expenditure on education),11,2005,
Saint Kitts and Nevis,KN,GDP (current US$),12,2005,547203703.7
Saint Kitts and Nevis,KN,GDP per capita (current US$),13,2005,11711.15471
Saint Kitts and Nevis,KN,Gini index,14,2005,
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of GDP)",15,2005,3.831449986
Saint Kitts and Nevis,KN,"Government expenditure on education, total (% of government expenditure)",16,2005,11.05620956
Saint Kitts and Nevis,KN,"Government expenditure per student, primary (% of GDP per capita)",17,2005,
Saint Kitts and Nevis,KN,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,
Saint Kitts and Nevis,KN,International migrant stock (% of population),19,2005,13.59816032
Saint Kitts and Nevis,KN,"International migrant stock, total",20,2005,6682
Saint Kitts and Nevis,KN,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,
Saint Kitts and Nevis,KN,"Literacy rate, youth total (% of people ages 15-24)",22,2005,
Saint Kitts and Nevis,KN,Net migration,23,2005,-222
Saint Kitts and Nevis,KN,"Over-age students, primary (% of enrollment)",24,2005,1.82677
Saint Kitts and Nevis,KN,"Population ages 0-14, female",25,2005,6062
Saint Kitts and Nevis,KN,"Population ages 0-14, male",26,2005,6088
Saint Kitts and Nevis,KN,"Population ages 15-64, female",27,2005,15513
Saint Kitts and Nevis,KN,"Population ages 15-64, male",28,2005,15603
Saint Kitts and Nevis,KN,"Population ages 65 and above, female",29,2005,2011
Saint Kitts and Nevis,KN,"Population ages 65 and above, male",30,2005,1448
Saint Kitts and Nevis,KN,"Population, female",31,2005,23587
Saint Kitts and Nevis,KN,"Population, male",32,2005,23139
Saint Kitts and Nevis,KN,"Population, total",33,2005,46725
Saint Kitts and Nevis,KN,Poverty headcount ratio at national poverty lines (% of population),34,2005,
Saint Kitts and Nevis,KN,"Primary education, pupils",35,2005,6350
Saint Kitts and Nevis,KN,"Repeaters, primary, total (% of total enrollment)",36,2005,
Saint Kitts and Nevis,KN,Rural population,37,2005,31760
Saint Kitts and Nevis,KN,"School enrollment, preprimary (% gross)",38,2005,119.0797501
Saint Kitts and Nevis,KN,"School enrollment, primary (% gross)",39,2005,109.6339798
Saint Kitts and Nevis,KN,"School enrollment, primary (% net)",40,2005,97.33724
Saint Kitts and Nevis,KN,"School enrollment, secondary (% gross)",41,2005,94.89279938
Saint Kitts and Nevis,KN,"School enrollment, secondary (% net)",42,2005,87.2079
Saint Kitts and Nevis,KN,"Secondary education, pupils",43,2005,3939
Saint Kitts and Nevis,KN,Urban population,44,2005,14965
Uruguay,UY,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2005,97.56265
Uruguay,UY,Adolescents out of school (% of lower secondary school age),2,2005,
Uruguay,UY,Children out of school (% of primary school age),3,2005,0.064379998
Uruguay,UY,"Children out of school, primary",4,2005,206
Uruguay,UY,"Compulsory education, duration (years)",5,2005,9
Uruguay,UY,"Current education expenditure, total (% of total expenditure in public institutions)",6,2005,95.27754211
Uruguay,UY,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2005,
Uruguay,UY,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2005,
Uruguay,UY,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2005,
Uruguay,UY,Expenditure on primary education (% of government expenditure on education),10,2005,33.78484
Uruguay,UY,Expenditure on secondary education (% of government expenditure on education),11,2005,35.49689
Uruguay,UY,GDP (current US$),12,2005,17362857684
Uruguay,UY,GDP per capita (current US$),13,2005,5233.457171
Uruguay,UY,Gini index,14,2005,
Uruguay,UY,"Government expenditure on education, total (% of GDP)",15,2005,2.714750051
Uruguay,UY,"Government expenditure on education, total (% of government expenditure)",16,2005,9.470970154
Uruguay,UY,"Government expenditure per student, primary (% of GDP per capita)",17,2005,8.33481
Uruguay,UY,"Government expenditure per student, secondary (% of GDP per capita)",18,2005,9.90775
Uruguay,UY,International migrant stock (% of population),19,2005,2.475276701
Uruguay,UY,"International migrant stock, total",20,2005,82318
Uruguay,UY,"Literacy rate, adult total (% of people ages 15 and above)",21,2005,
Uruguay,UY,"Literacy rate, youth total (% of people ages 15-24)",22,2005,
Uruguay,UY,Net migration,23,2005,-16092
Uruguay,UY,"Over-age students, primary (% of enrollment)",24,2005,11.72744
Uruguay,UY,"Population ages 0-14, female",25,2005,382616
Uruguay,UY,"Population ages 0-14, male",26,2005,398819
Uruguay,UY,"Population ages 15-64, female",27,2005,1052929
Uruguay,UY,"Population ages 15-64, male",28,2005,1024470
Uruguay,UY,"Population ages 65 and above, female",29,2005,282500
Uruguay,UY,"Population ages 65 and above, male",30,2005,176332
Uruguay,UY,"Population, female",31,2005,1718045
Uruguay,UY,"Population, male",32,2005,1599620
Uruguay,UY,"Population, total",33,2005,3317665
Uruguay,UY,Poverty headcount ratio at national poverty lines (% of population),34,2005,
Uruguay,UY,"Primary education, pupils",35,2005,365536
Uruguay,UY,"Repeaters, primary, total (% of total enrollment)",36,2005,7.48846
Uruguay,UY,Rural population,37,2005,221653
Uruguay,UY,"School enrollment, preprimary (% gross)",38,2005,87.23834229
Uruguay,UY,"School enrollment, primary (% gross)",39,2005,114.1857529
Uruguay,UY,"School enrollment, primary (% net)",40,2005,97.34989
Uruguay,UY,"School enrollment, secondary (% gross)",41,2005,101.2373962
Uruguay,UY,"School enrollment, secondary (% net)",42,2005,
Uruguay,UY,"Secondary education, pupils",43,2005,323087
Uruguay,UY,Urban population,44,2005,3096012
Antigua and Barbuda,AG,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2006,
Antigua and Barbuda,AG,Adolescents out of school (% of lower secondary school age),2,2006,
Antigua and Barbuda,AG,Children out of school (% of primary school age),3,2006,
Antigua and Barbuda,AG,"Children out of school, primary",4,2006,
Antigua and Barbuda,AG,"Compulsory education, duration (years)",5,2006,11
Antigua and Barbuda,AG,"Current education expenditure, total (% of total expenditure in public institutions)",6,2006,
Antigua and Barbuda,AG,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2006,
Antigua and Barbuda,AG,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2006,
Antigua and Barbuda,AG,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2006,
Antigua and Barbuda,AG,Expenditure on primary education (% of government expenditure on education),10,2006,
Antigua and Barbuda,AG,Expenditure on secondary education (% of government expenditure on education),11,2006,
Antigua and Barbuda,AG,GDP (current US$),12,2006,1157662963
Antigua and Barbuda,AG,GDP per capita (current US$),13,2006,14310.68623
Antigua and Barbuda,AG,Gini index,14,2006,
Antigua and Barbuda,AG,"Government expenditure on education, total (% of GDP)",15,2006,
Antigua and Barbuda,AG,"Government expenditure on education, total (% of government expenditure)",16,2006,
Antigua and Barbuda,AG,"Government expenditure per student, primary (% of GDP per capita)",17,2006,
Antigua and Barbuda,AG,"Government expenditure per student, secondary (% of GDP per capita)",18,2006,
Antigua and Barbuda,AG,International migrant stock (% of population),19,2006,
Antigua and Barbuda,AG,"International migrant stock, total",20,2006,
Antigua and Barbuda,AG,"Literacy rate, adult total (% of people ages 15 and above)",21,2006,
Antigua and Barbuda,AG,"Literacy rate, youth total (% of people ages 15-24)",22,2006,
Antigua and Barbuda,AG,Net migration,23,2006,314
Antigua and Barbuda,AG,"Over-age students, primary (% of enrollment)",24,2006,
Antigua and Barbuda,AG,"Population ages 0-14, female",25,2006,10236
Antigua and Barbuda,AG,"Population ages 0-14, male",26,2006,10359
Antigua and Barbuda,AG,"Population ages 15-64, female",27,2006,29161
Antigua and Barbuda,AG,"Population ages 15-64, male",28,2006,25498
Antigua and Barbuda,AG,"Population ages 65 and above, female",29,2006,3318
Antigua and Barbuda,AG,"Population ages 65 and above, male",30,2006,2324
Antigua and Barbuda,AG,"Population, female",31,2006,42715
Antigua and Barbuda,AG,"Population, male",32,2006,38181
Antigua and Barbuda,AG,"Population, total",33,2006,80895
Antigua and Barbuda,AG,Poverty headcount ratio at national poverty lines (% of population),34,2006,
Antigua and Barbuda,AG,"Primary education, pupils",35,2006,
Antigua and Barbuda,AG,"Repeaters, primary, total (% of total enrollment)",36,2006,
Antigua and Barbuda,AG,Rural population,37,2006,57754
Antigua and Barbuda,AG,"School enrollment, preprimary (% gross)",38,2006,
Antigua and Barbuda,AG,"School enrollment, primary (% gross)",39,2006,
Antigua and Barbuda,AG,"School enrollment, primary (% net)",40,2006,
Antigua and Barbuda,AG,"School enrollment, secondary (% gross)",41,2006,
Antigua and Barbuda,AG,"School enrollment, secondary (% net)",42,2006,
Antigua and Barbuda,AG,"Secondary education, pupils",43,2006,
Antigua and Barbuda,AG,Urban population,44,2006,23141
Argentina,AR,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2006,99.52115
Argentina,AR,Adolescents out of school (% of lower secondary school age),2,2006,3.085589886
Argentina,AR,Children out of school (% of primary school age),3,2006,0.266629994
Argentina,AR,"Children out of school, primary",4,2006,11212
Argentina,AR,"Compulsory education, duration (years)",5,2006,13
Argentina,AR,"Current education expenditure, total (% of total expenditure in public institutions)",6,2006,97.51345062
Argentina,AR,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2006,
Argentina,AR,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2006,
Argentina,AR,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2006,
Argentina,AR,Expenditure on primary education (% of government expenditure on education),10,2006,35.04241
Argentina,AR,Expenditure on secondary education (% of government expenditure on education),11,2006,40.02116
Argentina,AR,GDP (current US$),12,2006,2.32557E+11
Argentina,AR,GDP per capita (current US$),13,2006,5890.978002
Argentina,AR,Gini index,14,2006,46.3
Argentina,AR,"Government expenditure on education, total (% of GDP)",15,2006,4.128210068
Argentina,AR,"Government expenditure on education, total (% of government expenditure)",16,2006,15.50984001
Argentina,AR,"Government expenditure per student, primary (% of GDP per capita)",17,2006,11.53286
Argentina,AR,"Government expenditure per student, secondary (% of GDP per capita)",18,2006,16.7607
Argentina,AR,International migrant stock (% of population),19,2006,
Argentina,AR,"International migrant stock, total",20,2006,
Argentina,AR,"Literacy rate, adult total (% of people ages 15 and above)",21,2006,98.6108017
Argentina,AR,"Literacy rate, youth total (% of people ages 15-24)",22,2006,99.44608307
Argentina,AR,Net migration,23,2006,-19958
Argentina,AR,"Over-age students, primary (% of enrollment)",24,2006,11.88405
Argentina,AR,"Population ages 0-14, female",25,2006,5144771
Argentina,AR,"Population ages 0-14, male",26,2006,5404425
Argentina,AR,"Population ages 15-64, female",27,2006,12456210
Argentina,AR,"Population ages 15-64, male",28,2006,12469974
Argentina,AR,"Population ages 65 and above, female",29,2006,2391766
Argentina,AR,"Population ages 65 and above, male",30,2006,1609706
Argentina,AR,"Population, female",31,2006,19992747
Argentina,AR,"Population, male",32,2006,19484104
Argentina,AR,"Population, total",33,2006,39476851
Argentina,AR,Poverty headcount ratio at national poverty lines (% of population),34,2006,
Argentina,AR,"Primary education, pupils",35,2006,4928319
Argentina,AR,"Repeaters, primary, total (% of total enrollment)",36,2006,6.53683
Argentina,AR,Rural population,37,2006,3868731
Argentina,AR,"School enrollment, preprimary (% gross)",38,2006,63.67604828
Argentina,AR,"School enrollment, primary (% gross)",39,2006,117.2033005
Argentina,AR,"School enrollment, primary (% net)",40,2006,98.85437
Argentina,AR,"School enrollment, secondary (% gross)",41,2006,91.81352997
Argentina,AR,"School enrollment, secondary (% net)",42,2006,77.80917
Argentina,AR,"Secondary education, pupils",43,2006,3872929
Argentina,AR,Urban population,44,2006,35608120
Bahamas,BS,"Adjusted net enrollment rate, primary (% of primary school age children)",1,2006,86.51424
Bahamas,BS,Adolescents out of school (% of lower secondary school age),2,2006,
Bahamas,BS,Children out of school (% of primary school age),3,2006,
Bahamas,BS,"Children out of school, primary",4,2006,
Bahamas,BS,"Compulsory education, duration (years)",5,2006,12
Bahamas,BS,"Current education expenditure, total (% of total expenditure in public institutions)",6,2006,
Bahamas,BS,"Educational attainment, at least completed lower secondary, population 25+, total (%) (cumulative)",7,2006,
Bahamas,BS,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",8,2006,
Bahamas,BS,"Educational attainment, at least completed upper secondary, population 25+, total (%) (cumulative)",9,2006,
Bahamas,BS,Expenditure on primary education (% of government expenditure on education),10,2006,
Bahamas,BS,Expenditure on secondary education (% of government expenditure on education),11,2006,
Bahamas,BS,GDP (current US$),12,2006,10167250000
Bahamas,BS,GDP per capita (current US$),13,2006,28829.84938
Bahamas,BS,Gini index,14,2006,
Bahamas,BS,"Government expenditure on education, total (% of GDP)",15,2006,
Bahamas,BS,"Government expenditure on education, total (% of government expenditure)",16,2006,
Bahamas,BS,"Government expenditure per student, primary (% of GDP per capita)",17,2006,
Bahamas,BS,"Government expenditure per student, secondary (% of GDP per capita)",18,2006,
Bahamas,BS,International migrant stock (% of population),19,2006,
Bahamas,BS,"International migrant stock, total",20,2006,
